"HS8","HS6","DESC","COUNT","LDESC1","LDESC2","LDESC3","LDESC4","LDESC5","LDESC6","LDESC7","LDESC8","LDESC9","LDESC10","UNITID","UYEAR","UNITID1","UYEAR1","UNITID2","UYEAR2","UNITID3","UYEAR3","UNITID4","UYEAR4","UNITID5","UYEAR5","UNITID6","UYEAR6","UNITID7","UYEAR7","UNITID8","UYEAR8","UNITID9","UYEAR9","MAIN1994","SUB1994","MAIN1995","SUB1995","MAIN1996","SUB1996","MAIN1997","SUB1997","MAIN","SUB","CDESC"
85232961,852329,"RECORDED MAGNETIC TAPES, OF A WIDTH EXCEEDING 6.5MM, FOR REPRODUCING SOUND OR IMAGE",,,,,,,,,,,,20,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已錄製磁帶，闊度超過6.5毫米，重播聲音或影像
85232969,852329,"RECORDED MAGNETIC TAPES, OF A WIDTH EXCEEDING 6.5MM, OTHER THAN THOSE FOR REPRODUCING SOUND OR IMAGE",,,,,,,,,,,,20,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已錄製磁帶，闊度超過6.5毫米，重播聲音或影像的除外
85232970,852329,MAGNETIC DISCS,,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,磁碟
85232991,852329,"OTHER UNRECORDED MAGNETIC MEDIA, NESOI",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他未錄製磁性媒體，未列明或未包括在其他編號
85232992,852329,"OTHER RECORDED MAGNETIC MEDIA, NESOI",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他已錄製磁性媒體，未列明或未包括在其他編號
85233000,852330,"CARDS INCORPORATING A MAGNETIC STRIPE, UNRECORDED",1,"CARDS INCORPORATING A MAGNETIC STRIPE, UNRECORDED",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,未錄製兼有磁條的插卡
85234010,852340,UNRECORDED OPTICAL MEDIA,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未錄製光學媒體
85234021,852340,"OPTICAL MEDIA, FOR REPRODUCING SOUND ONLY, FOR EDUCATIONALUSE",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學媒體，教學用，祇作重播聲音
85234022,852340,"COMPACT DISCS, FOR REPRODUCING SOUND ONLY, NOTFOR EDUCATIONAL USE",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鐳射唱片，祇作重播聲音，非供教學用
85234023,852340,"MINI DISCS, FOR REPRODUCING SOUND ONLY, NOT FOREDUCATIONAL USE",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小型唱片，祇作重播聲音，非供教學用
85234024,852340,"COMPACT DISCS, REPRODUCING SOUND ONLY, FOR EDUCATIONALUSE",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鐳射唱片，祇作重播聲音，教學專用
85234025,852340,"OTHER OPTICAL MEDIA, REPRODUCING SOUND ONLY, FOREDUCATIONAL USE",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他光學煤體，祇作重播聲音，教學專用
85234026,852340,"COMPACT DISCS, REPRODUCING SOUND ONLY, NOT FOREDUCATIONAL USE",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鐳射唱片，祇作重播聲音，非供教學用
85234027,852340,"MINI DISCS, REPRODUCING SOUND ONLY, NOT FOREDUCATIONAL USE",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小型唱片，祇作重播聲音，非供教學用
85234029,852340,"OTHER OPTICAL MEDIA, FOR REPRODUCING SOUND ONLY, NOT FOREDUCATIONAL USE",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他光學媒體，祇作重播聲音，非供教學用
85234030,852340,VIDEO COMPACT DISCS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,影像光碟
85234040,852340,DIGITAL VIDEO DISCS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,數碼影碟
85234050,852340,"OTHER OPTICAL MEDIA, REPRODUCING PHENOMENA OTHER THANSOUND OR IMAGE, USED IN THE MACHINES OF HEADING 8471",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他光學媒體，重播信息用，但聲音或影像除外，用於項目8471內的機器
85234090,852340,"OTHER OPTICAL MEDIA, NESOI",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他光學媒體，未列明或未包括在其他編號
85234100,852341,"OPTICAL MEDIA, UNRECORDED",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學媒體，未錄製
85234910,852349,"COMPACT DISCS, REPRODUCING SOUND ONLY, FOR EDUCATIONAL USE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鐳射唱片，只作重播聲音，教學專用
85234920,852349,"OPTICAL MEDIA OTHER THAN COMPACT DISCS, REPRODUCING SOUND ONLY, FOR EDUCATIONAL USE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學煤體，鐳射唱片除外，只作重播聲音，教學專用
85234930,852349,"COMPACT DISCS, REPRODUCING SOUND ONLY, NOT FOR EDUCATIONAL USE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鐳射唱片，只作重播聲音，非供教學用
85234940,852349,"MINI DISCS, REPRODUCING SOUND ONLY, NOT FOR EDUCATIONAL USE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小型唱片，只作重播聲音，非供教學用
85234950,852349,"OPTICAL MEDIA OTHER THAN COMPACT DISCS AND MINI DISCS, FOR REPRODUCING SOUND ONLY, NOT FOR EDUCATIONAL USE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學媒體，鐳射唱片及小型唱片除外，只作重播聲音，非供教學用
85234960,852349,VIDEO COMPACT DISCS,,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,影像光碟
85234970,852349,DIGITAL VIDEO DISCS,,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,數碼影碟
85234980,852349,"OPTICAL MEDIA, FOR REPRODUCING PHENOMENA OTHER THAN SOUND OR IMAGE, USED IN THE MACHINES OF HEADING 8471",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學媒體，重播信息用，但聲音或影像除外，用於項目8471內的機器
85234990,852349,"OPTICAL MEDIA, NESOI",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,光學媒體，未列明或未包括在其他編號
85235100,852351,SOLID-STATE NON-VOLATILE STORAGE DEVICES,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,半導體媒體，固態永久資料儲存器
85235110,852351,"SOLID-STATE NON-VOLATILE STORAGE DEVICES, UNRECORDED",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固態永久資料儲存器，未錄製
85235120,852351,"SOLID-STATE NON-VOLATILE STORAGE DEVICES, RECORDED",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固態永久資料儲存器，已錄製
85235200,852352,"CARDS INCORPORATING AN ELECTRONIC INTEGRATED CIRCUIT(""SMART"" CARDS)",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內有一片電子集成電路的插卡（「智能卡」）
85235900,852359,OTHER SEMICONDUCTOR MEDIA,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他半導體媒體，未列明或未包括在其他編號
85235910,852359,"OTHER SEMICONDUCTOR MEDIA, UNRECORDED",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他半導體媒體，未錄製
85235920,852359,"OTHER SEMICONDUCTOR MEDIA, RECORDED",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他半導體媒體，已錄製
85238000,852380,"OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHERPHENOMENA, WHETHER OR NOT RECORDED",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他供錄音或記錄其他信息的媒體，無論是否已錄製
85238011,852380,RECORDED GRAMOPHONE RECORDS,,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已錄製唱片
85238019,852380,OTHER GRAMOPHONE RECORDS,,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他唱片
85238020,852380,"MEDIA FOR RECORDING, WHETHER OR NOT RECORDED, USED INTHE MACHINES OF HEADING 8471, NESOI",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,供錄製的媒體，用於項目8471內的機器，無論是否已錄製，未列明或未包括在其他編號
85238090,852380,"MEDIA FOR THE RECORDING OF SOUND OR OF OTHERPHENOMENA, WHETHER OR NOT RECORDED, NESOI",,,,,,,,,,,,20,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,供錄音或記錄其他信息的媒體，無論是否已錄製
85238091,852380,"MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, UNRECORDED, NESOI",,,,,,,,,,,,20,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,供錄音或記錄其他信息的媒體，未錄製，未列明或未包括在其他編 號
85238099,852380,"MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, RECORDED, NESOI",,,,,,,,,,,,20,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,供錄音或記錄其他信息的媒體，已錄製，未列明或未包括在其他編 號
85239000,852390,"PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILARRECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OFCHAPTER 37, NESOI",3,PREPARED UNRECORDED MEDIA FOR SOUND RECORDING OR SIMILAR,"RECORDING OF OTHER PHENOMENA, OTHER THAN PRODUCTS OF","CHAPTER 37, NESOI",,,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,02,05,02,05,02,05,02,05,02,05,製成供錄音或錄製其他信息用的未錄製媒體，但攝影或電影攝影用品除外，未列明或未包括在其他編號
85241000,852410,"PHONOGRAPH RECORDS, RECORDED MEDIA",1,"PHONOGRAPH RECORDS, RECORDED MEDIA",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,02,05,02,05,唱片
85242100,852421,"MAGNETIC TAPES, RECORDED, OF A WIDTH NOT EXCEEDING 4 MM",,"MAGNETIC TAPES, RECORDED, OF A WIDTH NOT EXCEEDING 4 MM",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,,,,,,,磁帶，闊度不超過４毫米
85242200,852422,EXCEEDING 6.5 MM,,EXCEEDING 6.5 MM,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,,,,,,,磁帶，闊度超過４毫米但不超過６．５毫米
85242300,852423,"MAGNETIC TAPES, RECORDED, OF A WIDTH EXCEEDING 6.5 MM",,"MAGNETIC TAPES, RECORDED, OF A WIDTH EXCEEDING 6.5 MM",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,,,,,,,磁帶，闊度超過６．５毫米
85243100,852431,"DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING PHENOMENAOTHER THAN SOUND OR IMAGE",2,"DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING PHENOMENA",OTHER THAN SOUND OR IMAGE,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,激光閱讀系統用的圓盤，重播信息用，但聲音或影像則除外
85243200,852432,"DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING SOUND ONLY",1,"DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING SOUND ONLY",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,激光閱讀系統用的圓盤，袛作重播聲音用
85243210,852432,COMPACT DISCS,,COMPACT DISCS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,鐳射唱片，祇作重播聲音用
85243220,852432,MINI DISCS,,MINI DISCS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,小型唱片，祇作重播聲音用
85243230,852432,"DICS FOR LASER READING SYSTEM, FOR REPRODUCING SOUND ONLY, FOR EDUCATIONAL USE",,"DICS FOR LASER READING SYSTEM, FOR REPRODUCING SOUND ONLY, F",,,,,,,,,,20,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,激光閱讀糸統用的圓盤，祇作重播聲音用，教學用
85243290,852432,OTHER DISCS FOR REPRODUCING SOUND ONLY,,OTHER DISCS FOR REPRODUCING SOUND ONLY,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,其他激光閱讀系統用的圓盤，祇作重播聲音用
85243291,852432,"OTHER COMPACT DICS, FOR REPRODUCING SOUND ONLY",,"OTHER COMPACT DICS, FOR REPRODUCING SOUND ONLY",,,,,,,,,,20,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,其他鐳射唱片，祇作重播聲音用
85243292,852432,"OTHER MINI DISCS, FOR REPRODUCING SOUND ONLY",,"OTHER MINI DISCS, FOR REPRODUCING SOUND ONLY",,,,,,,,,,20,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,其他小型唱片，祇作重播聲音用
85243299,852432,"OTHER DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING SOUND ONLY",,"OTHER DISCS FOR LASER READING SYSTEMS, FOR REPRODUCING SOUND",,,,,,,,,,20,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,其他激光閱讀系統用的圓盤，祇作重播聲音用
85243900,852439,"DISCS FOR LASER READING SYSTEMS, NESOI",1,"DISCS FOR LASER READING SYSTEMS, NESOI",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,激光閱讀系統用的圓盤，未列明或未包括在其他編號
85243910,852439,VIDEO COMPACT DISCS,,VIDEO COMPACT DISCS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,影像光碟
85243920,852439,DIGITAL VIDEO DISCS,,DIGITAL VIDEO DISCS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,數碼影碟
85243990,852439,OTHER VIDEO COMPACT DISCS AND DIGITAL VIDEO DISCS,,OTHER VIDEO COMPACT DISCS AND DIGITAL VIDEO DISCS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,激光閱讀系統用的圓盤，未列明或未包括在其他編號
85244000,852440,MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUNDOR IMAGE,2,MAGNETIC TAPES FOR REPRODUCING PHENOMENA OTHER THAN SOUND,OR IMAGE,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,重播信息用（聲音或影像除外）的磁帶
85245100,852451,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH NOT EXCEEDING4 MM",2,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH NOT EXCEEDING",4 MM,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄製的磁帶，闊度不超過４毫米，未列明或未包括在其他編號
85245200,852452,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH EXCEEDING 4 MMBUT NOT EXCEEDING 6.5 MM",2,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH EXCEEDING 4 MM",BUT NOT EXCEEDING 6.5 MM,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄製的磁帶，闊度超過４毫米但不超過６．５毫米，未列明或未包括在其他編號
85245300,852453,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH EXCEEDING 6.5 MM",1,"MAGNETIC TAPES, RECORDED, NESOI, OF A WIDTH EXCEEDING 6.5 MM",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄製的磁帶，闊度超過６．５毫米，未列明或未包括在其他編號
85246000,852460,"CARDS INCORPORATING A MAGNETIC STRIPE, RECORDED",1,"CARDS INCORPORATING A MAGNETIC STRIPE, RECORDED",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄音或錄製兼有磁條的插卡
85249000,852490,MASTERS FOR PRODUCTION OF RECORDS,,MASTERS FOR PRODUCTION OF RECORDS,,,,,,,,,,1,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,,,,,,,其他用作製造唱片的原模及主片
85249100,852491,"RECORDED MEDIA (EXCEPT LASER DISCS, MAGNETIC TAPES AND CARDSINCORPORATING A MAGNETIC STRIPE) FOR REPRODUCING PHENOMENAOTHER THAN SOUND OR IMAGE",3,"RECORDED MEDIA (EXCEPT LASER DISCS, MAGNETIC TAPES AND CARDS",INCORPORATING A MAGNETIC STRIPE) FOR REPRODUCING PHENOMENA,OTHER THAN SOUND OR IMAGE,,,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄製的媒體，重播信息用，但聲音及影像則除外，未列明或未包括在其他編號
85249900,852499,"RECORDED MEDIA (EXCEPT LASER DISCS, MAGNETIC TAPES AND CARDSINCORPORATING A MAGNETIC STRIPE), NESOI, FOR SOUND OR OTHERSIMILAR RECORDED PHENOMENA, INCL. MATRICES AND MASTERS FORTHE PRODUCTION OF RECORDS, BUT EXCL. PRODUCTS OF CHAPTER 37",4,"RECORDED MEDIA (EXCEPT LASER DISCS, MAGNETIC TAPES AND CARDS","INCORPORATING A MAGNETIC STRIPE), NESOI, FOR SOUND OR OTHER","SIMILAR RECORDED PHENOMENA, INCL. MATRICES AND MASTERS FOR","THE PRODUCTION OF RECORDS, BUT EXCL. PRODUCTS OF CHAPTER 37",,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,已錄製的媒體，未列明或未包括在其他編號，供聲音收錄或其他類似收錄現象，包括供製造唱片的原模及主片
85251000,852510,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY,RADIO-BROADCASTING OR TELEVISION",2,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY,",RADIO-BROADCASTING OR TELEVISION,,,,,,,,,1,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,無線電話、電報、無線電廣播或電視傳送器具
85251010,852510,TRANSMISSION APPARATUS OF TELEVISION,,TRANSMISSION APPARATUS OF TELEVISION,,,,,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,05,90,電視傳送器具
85251020,852510,TRANSMISSION APPARATUS FOR RADIO-BROADCASTING,,TRANSMISSION APPARATUS FOR RADIO-BROADCASTING,,,,,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,05,90,無線電廣播傳送器具
85251090,852510,OTHER TRANSMISSION APPARATUS,,OTHER TRANSMISSION APPARATUS,,,,,,,,,,20,2002,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,05,90,無線電話、電報傳送器具，未列明或未包括在其他編號
85252010,852520,WALKIE-TALKIE,1,WALKIE-TALKIE,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,對講機
85252020,852520,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUSFOR PAGING,2,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS,FOR PAGING,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,傳呼台連接收器
85252040,852520,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUSFOR RADIO-TELEGRAPHIC,2,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS,FOR RADIO-TELEGRAPHIC,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,無線電報，裝有接收器
85252050,852520,CLOSE-CIRCUIT TELEVISION SYSTEMS,1,CLOSE-CIRCUIT TELEVISION SYSTEMS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,閉路電視系統
85252060,852520,TELEPHONE LINE,,TELEPHONE LINE,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,,,,,,,無線電話
85252070,852520,MOBILE TELEPHONES,1,MOBILE TELEPHONES,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,流動電話
85252080,852520,BASE TRANSCEIVER STATIONS FOR MOBILE TELEPHONES,,BASE TRANSCEIVER STATIONS FOR MOBILE TELEPHONES,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,05,90,站台式流動電話收發器
85252090,852520,OTHER RADIO TRANSMITTER - RECEIVERS,1,OTHER RADIO TRANSMITTER - RECEIVERS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,其他裝有接收器的傳送器具
85253000,852530,TELEVISION CAMERAS,1,TELEVISION CAMERAS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,電視攝影機
85254000,852540,STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS,1,STILL IMAGE VIDEO CAMERAS AND OTHER VIDEO CAMERA RECORDERS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,靜像攝錄機及其他攝影機
85254010,852540,DIGITAL CAMERAS,,DIGITAL CAMERAS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,數碼攝影機
85254020,852540,WEB CAMERAS,,WEB CAMERAS,,,,,,,,,,20,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,網上攝影機
85254090,852540,OTHER STILL IMAGE VIDEO CAMERA AND OTHER VIDEO CAMERA RECORDERS,,OTHER STILL IMAGE VIDEO CAMERA AND OTHER VIDEO CAMERA RECORD,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,05,其他靜像攝錄機及其他攝錄機
85255010,852550,TRANSMISSION APPARATUS FOR TELEVISION,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電視傳送器具
85255020,852550,TRANSMISSION APPARATUS FOR RADIO-BROADCASTING,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無線電廣播傳送器具
85256010,852560,CLOSE-CIRCUIT TELEVISION SYSTEMS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,閉路電視系統
85256090,852560,OTHER TRANSMISSION APPARATUS INCORPORATING RECEPTIONAPPARATUS FOR RADIO-BROADCASTING OR TELEVISION,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他裝有接收器的無線電廣播或電視傳送器具
85258010,852580,TELEVISION CAMERAS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電視攝影機
85258011,852580,"TELEVISION CAMERAS, NOT FOR SPECIAL USE, OF NON-BROADCAST QUALITY",,,,,,,,,,,,20,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電視攝影機，非特種用途的，非廣播級的
85258019,852580,"TELEVISION CAMERAS, NESOI",,,,,,,,,,,,20,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電視攝影機，未列明或未包括在其他編號
85258020,852580,DIGITAL CAMERAS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,數碼攝影機
85258030,852580,WEB CAMERAS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,網上攝影機
85258090,852580,OTHER VIDEO CAMERA RECORDERS,,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他攝錄機
85261000,852610,RADAR APPARATUS,1,RADAR APPARATUS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,雷達器具
85269100,852691,RADIO NAVIGATIONAL AID APPARATUS,1,RADIO NAVIGATIONAL AID APPARATUS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,無線電導航輔助器具
85269200,852692,RADIO REMOTE CONTROL APPARATUS,1,RADIO REMOTE CONTROL APPARATUS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,05,90,05,90,05,90,05,90,05,90,無線電遙控器具
85271100,852711,RECORDING OR REPRODUCING APPARATUS,,RECORDING OR REPRODUCING APPARATUS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,,,,,,,無線電話，兼有錄音或音響重播器具
85271200,852712,POCKET-SIZE RADIO CASSETTE-PLAYERS,1,POCKET-SIZE RADIO CASSETTE-PLAYERS,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,袖珍收音卡式唱機
85271300,852713,"RADIO-BROADCAST RECEIVERS (EXCEPT POCKET-SIZE RADIOCASSETTE-PLAYERS) CAPABLE OF OPERATING WITHOUT AN EXTERNALOF POWER, COMBINED WITH SOUND RECORDING OR REPRODUCINGAPPARATUS",4,RADIO-BROADCAST RECEIVERS (EXCEPT POCKET-SIZE RADIO,CASSETTE-PLAYERS) CAPABLE OF OPERATING WITHOUT AN EXTERNAL,"OF POWER, COMBINED WITH SOUND RECORDING OR REPRODUCING",APPARATUS,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,毋需外來能源亦能操作的無線電廣播接收機（袖珍收音卡式唱機除外），兼有錄音或聲音重播裝置
85271900,852719,"RADIO-BROADCAST RECEIVERS, BATTERY TYPE, NESOI",1,"RADIO-BROADCAST RECEIVERS, BATTERY TYPE, NESOI",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,02,05,02,05,無線電廣播接收機，電池組型，未列明或未包括在其他編號
85272100,852721,"RADIO-BROADCAST RECEIVERS FOR MOTOR VEHICLES, COMBINED WITHSOUND RECORDING OR REPRODUCING APPARATUS, NOT CAPABLE OFOPERATING WITHOUT OUTSIDE POWER",3,"RADIO-BROADCAST RECEIVERS FOR MOTOR VEHICLES, COMBINED WITH","SOUND RECORDING OR REPRODUCING APPARATUS, NOT CAPABLE OF",OPERATING WITHOUT OUTSIDE POWER,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,05,02,05,02,05,02,05,02,05,必需外來能源方能操作的車輛用無線電廣播接收機，兼有錄音或聲音重播裝置
